Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-9.70871801089088E-05,4.40138382432753E-09,0.0123998765269589,0,0,0,0.442727819512088,0.000129710343290443,7.16836677033689E-07,-1.54188272956697E-07,0.000135031169146183,-1.79194477568909E-11,0.000239830661975378,0,0,0,0,0,0,package://CTPM2F20/meshes/base_link.STL,0.615686274509804,0.63921568627451,0.674509803921569,1,0,0,0,0,0,0,package://CTPM2F20/meshes/base_link.STL,,CT296-00--011-1,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Body_Link,-0.00010889,-1.0503E-06,0.060021,0,0,0,1.0248,0.0015342,-3.6868E-08,-4.7703E-06,0.0016923,-1.1668E-08,0.00064041,0,0,0,0,0,0,package://CTPM2F20/meshes/Body_Link.STL,0.61569,0.63922,0.67451,1,0,0,0,0,0,0,package://CTPM2F20/meshes/Body_Link.STL,,CT296-20平动手组件-1/CT296-00--021-1,坐标系2,基准轴5,Body_Joint,fixed,-2.3898E-05,0,0.021,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Left_Link,3.7925E-09,-0.016983,-0.00154,0,0,0,0.054821,8.6451E-06,2.3299E-12,1.261E-12,2.1833E-06,-1.359E-06,7.8162E-06,0,0,0,0,0,0,package://CTPM2F20/meshes/Left_Link.STL,0.61569,0.63922,0.67451,1,0,0,0,0,0,0,package://CTPM2F20/meshes/Left_Link.STL,,CT296-20平动手组件-1/CT296-00--031-1;CT296-指端组件-1/CT296-00--041-1;CT296-指端组件-1/CT296-00--051-1,坐标系3,基准轴3,Left_Joint,prismatic,-0.028476,0,0.1457,1.5708,0,-1.5708,Body_Link,0,0,1,2,10,0,1,,,,,,,,
Right_Link,3.7925E-09,-0.016983,-0.00154,0,0,0,0.054821,8.6451E-06,2.3299E-12,1.261E-12,2.1833E-06,-1.359E-06,7.8162E-06,0,0,0,0,0,0,package://CTPM2F20/meshes/Right_Link.STL,0.29804,0.29804,0.29804,1,0,0,0,0,0,0,package://CTPM2F20/meshes/Right_Link.STL,,CT296-指端组件-2/CT296-00--051-1;CT296-指端组件-2/CT296-00--041-1;CT296-20平动手组件-1/CT296-00--031-2,坐标系4,基准轴4,Right_Joint,prismatic,0.028524,0,0.1457,1.5708,0,1.5708,Body_Link,0,0,-1,2,10,0,1,,,,,,,,
